Document Number,Document Date,Document Type,Item Number,Item Description,U Of M,TRX QTY,Unit Cost,Extended Cost,TRX Location,Transfer To Location,Document Status
6202,12/07/2023,Transfer,F-11076A,POP Honey Loquat Candy 76g,CASE,40,109.296,4371.84,2,1,Posted
6202,12/07/2023,Transfer,D-04036,POP In Ginger H Cytl w/Plum 18gx10,CASE,48,30.816,1479.16,2,1,Posted
6204,12/11/2023,Transfer,K-83048,POP K GSG Reishi RT Tea 48 Bags##25,CASE,15,165.744,2486.16,1,2,Posted
6204,12/11/2023,Transfer,J-40135N,POP Ins Thai Tea 35gx12CT (14/cs),CASE,300,40.656,12196.8,1,2,Posted
6204,12/11/2023,Transfer,F-04114,POP Ginger Chews Mango 4 oz (12ct/cs),CASE,1200,6.384,7660.8,1,2,Posted
6204,12/11/2023,Transfer,A-61138,AM GSG R/J & B Pollen 10x10cc,CASE,30,98.88,2966.4,1,2,Posted
6204,12/11/2023,Transfer,C-70121,Red Panax GSG Extm 10x10cc,CASE,45,85.26,3836.7,1,2,Posted
6204,12/11/2023,Transfer,M-94306,Organic Lycii 6 oz Bag,CASE,30,45.252,1357.56,1,2,Posted
6204,12/11/2023,Transfer,D-60012,POP Pi Lo Chun Green Tea 300g,CASE,42,110.808,4653.94,1,2,Posted
6204,12/11/2023,Transfer,D-15106,POP Oolong Tea 1.8gx100 (6ct/cs),CASE,136,7.41,1007.76,1,2,Posted
6204,12/11/2023,Transfer,D-17206,POP OG Pu-Erh Tea 1.8gx100 (6ct/cs),CASE,136,12.048,1638.53,1,2,Posted
6205,12/11/2023,Transfer,T-47010,Kwan Loong Oil 2 fl oz,CASE,40,173.808,6952.32,3,1,Posted
6205,12/11/2023,Transfer,F-12998,Ferrero Rocher 48's Flat Gift Box,DISP,7,194.833,1363.83,3,1,Posted
6208,12/07/2023,Transfer,D-04030,POP In Ginger H Cytl w/AM GSG 18gx10,CASE,96,32.904,3158.78,1,3,Posted
6208,12/07/2023,Transfer,D-04033,POP In Ginger H Cytl w/Turmeric 18gx25,CASE,125,52.23,6528.75,1,3,Posted
6208,12/07/2023,Transfer,D-04037,POP Ginger H Cytl.Lemon 10ct(6x6),CASE,108,32.832,3545.85,1,3,Posted
6208,12/07/2023,Transfer,C-70121,Red Panax GSG Extm 10x10cc,CASE,45,86.16,3877.2,1,3,Posted
6208,12/07/2023,Transfer,F-04130,POP Ginger Chews Plus+ Original 3 oz,CASE,150,15.3,2295,1,3,Posted
6208,12/07/2023,Transfer,A-61250,AM GSG RT Tea 50x1.8g,CASE,100,158.07,15807,1,3,Posted
6208,12/07/2023,Transfer,D-04061,POP Ginger Honey Cytl Original 10ct(6x6),CASE,108,30.924,3339.79,1,3,Posted
6208,12/07/2023,Transfer,A-61138,AM GSG R/J & B Pollen 10x10cc,CASE,30,98.88,2966.4,1,3,Posted
6208,12/07/2023,Transfer,C-70050,Red Ginseng R/Jelly 10x10cc,CASE,28,113.58,3180.24,1,3,Posted
6209,11/30/2023,Transfer,F-30214,Haribo Sour Streamers Gummi 4.5 oz#75004,BAG,12,1.14,13.68,3,3,Posted
6210,12/15/2023,Transfer,M-96100,Seirogan 100 Pills,CASE,50,521.85,26092.5,3,2,Posted
6210,12/15/2023,Transfer,M-96400,Seirogan 400 Pills,CASE,30,578.04,17341.2,3,2,Posted
6210,12/15/2023,Transfer,F-04118,POP Ginger Chews Pineapple Coconut 4 oz (12ct/cs),CASE,720,6.744,4855.68,3,2,Posted
6211,12/13/2023,Transfer,F-04130,POP Ginger Chews Plus+ Original 3 oz,CASE,250,15.876,3969,2,3,Posted
6211,12/13/2023,Transfer,F-04131,POP Ginger Chews Plus+ Lemon 3 oz,CASE,100,16.848,1684.8,2,3,Posted
6211,12/13/2023,Transfer,A-62030,POP AM GSG I*Tea 3gx30,CASE,30,43.116,1293.48,2,3,Posted
6211,12/13/2023,Transfer,F-00186,Lambertz Exquisit 750g Red,CASE,240,55.75,13380,2,3,Posted
6213,12/12/2023,Transfer,F-04114,POP Ginger Chews Mango 4 oz (12ct/cs),CASE,1920,6.384,12257.28,1,2,Posted
6213,12/12/2023,Transfer,F-04115,POP Ginger Chews Lychee 4 oz (12ct/cs),CASE,1200,6.432,7718.4,1,2,Posted
6213,12/12/2023,Transfer,A-61236T,AM GSG RT/Chrysan Tea 30 Bagsx2(New),CASE,84,119.196,10012.46,1,2,Posted
6213,12/12/2023,Transfer,A-61219,AM GSG RT/Honey Tea 8.5gx18x2,CASE,40,113.42,4536.8,1,2,Posted
6213,12/12/2023,Transfer,F-11077,POP Honey Loquat Candy 76g (18/8),CASE,25,111.024,2775.6,1,2,Posted
6215,12/13/2023,Transfer,A-61260N,AM GSG RT Tea 60 Bags (15/cs),BOX,360,10.119,3642.84,3,1,Posted
6215,12/13/2023,Transfer,A-61260N,AM GSG RT Tea 60 Bags (15/cs),BOX,309,10.011,3093.4,3,1,Posted
6215,12/13/2023,Transfer,F-12402,Ferrero Rocher 24 Pcs Diamond,CASE,180,47.328,8519.04,3,1,Posted
6215,12/13/2023,Transfer,F-20141,Ferrero Coll. 24 pcs (w/Hazelnut)#20148,CASE,30,47.328,1419.84,3,1,Posted
6216,12/14/2023,Transfer,S-06011,Bee&Flower Sandalwood Soap 2.65 oz /Reg,CASE,72,43.632,3141.5,1,3,Posted
6216,12/14/2023,Transfer,D-04043,POP In Ginger H Cytl w/Lemon 18gx30,CASE,125,71.97,8996.25,1,3,Posted
6216,12/14/2023,Transfer,F-04114,POP Ginger Chews Mango 4 oz (12ct/cs),CASE,960,6.384,6128.64,1,3,Posted
6216,12/14/2023,Transfer,F-04112,POP Ginger Chews Lemon 4 oz (12ct/cs),CASE,1200,6.456,7747.2,1,3,Posted
6216,12/14/2023,Transfer,F-04117,POP Ginger Chews Blood Orange 4 oz (12ct/cs),CASE,1200,6.456,7747.2,1,3,Posted
6216,12/14/2023,Transfer,D-04037,POP Ginger H Cytl.Lemon 10ct(6x6),CASE,72,32.832,2363.91,1,3,Posted
6217,12/18/2023,Transfer,C-70121,Red Panax GSG Extm 10x10cc,CASE,45,86.16,3877.2,1,3,Posted
6217,12/18/2023,Transfer,D-04061,POP Ginger Honey Cytl Original 10ct(6x6),CASE,144,30.924,4453.05,1,3,Posted
6217,12/18/2023,Transfer,D-04033,POP In Ginger H Cytl w/Turmeric 18gx25,CASE,75,52.23,3917.25,1,3,Posted
6217,12/18/2023,Transfer,D-03055N,POP HT Detox 1.8gx18 (NEW),CASE,132,20.196,2665.87,1,3,Posted
6217,12/18/2023,Transfer,D-03071,POP Blood Sugar Tea 1.8gx18(4x3),CASE,50,22.83,1141.49,1,3,Posted
6217,12/18/2023,Transfer,F-50140,Gavottes Crepes 1250g #011120,CASE,89,86.08,7661.12,1,3,Posted
6220,12/27/2023,Transfer,M-96100,Seirogan 100 Pills,CASE,200,521.85,104370,3,2,Posted
6220,12/27/2023,Transfer,M-96400,Seirogan 400 Pills,CASE,15,578.04,8670.6,3,2,Posted
6220,12/27/2023,Transfer,J-31070,On Kee Sup Abalone w/Asst.Mushroom 780g,CASE,150,119.538,17930.7,3,2,Posted
6220,12/27/2023,Transfer,F-87102,Zess Cracker - Peanut Butter 6x612g,CASE,120,18.378,2205.36,3,2,Posted
6220,12/27/2023,Transfer,F-87103,Zess Cracker - Cheese 6x612g,CASE,120,18.378,2205.36,3,2,Posted
6220,12/27/2023,Transfer,F-87104,Zess Cream Cracker - Original 6x700g,CASE,150,18.054,2708.1,3,2,Posted
6220,12/27/2023,Transfer,F-87101,Zess Cream Cracker - Original 6x460g,CASE,60,13.05,783,3,2,Posted
6220,12/27/2023,Transfer,T-20030N,"Tiger Balm 4g Red, Ext/St (30/24/cs)NEW",CASE,6,425.52,2553.12,3,2,Posted
6221,12/20/2023,Transfer,K-88051,K. Red GSG Capsules 518mgx50,CASE,250,68.664,17166,1,2,Posted
6221,12/20/2023,Transfer,A-61235N,AM GSG RT/Jasmine Tea 30 Bagsx2##24,CASE,24,142.272,3414.53,1,2,Posted
6221,12/20/2023,Transfer,D-03055N,POP HT Detox 1.8gx18 (NEW),CASE,132,20.196,2665.88,1,2,Posted
6221,12/20/2023,Transfer,F-04112,POP Ginger Chews Lemon 4 oz (12ct/cs),CASE,720,6.456,4648.32,1,2,Posted
6221,12/20/2023,Transfer,A-61243,AM GSG RT Tea 40 Bags,CASE,48,159.94,7677.12,1,2,Posted
6221,12/20/2023,Transfer,A-61243,AM GSG RT Tea 40 Bags,CASE,48,159.913,7675.81,1,2,Posted
6221,12/20/2023,Transfer,D-04061,POP Ginger Honey Cytl Original 10ct(6x6),CASE,144,30.924,4453.06,1,2,Posted
6221,12/20/2023,Transfer,T-42204,Tiger Balm Arthritis Rub 4 fl oz,CASE,91,275.904,25107.26,1,2,Posted
6221,12/20/2023,Transfer,T-42204,Tiger Balm Arthritis Rub 4 fl oz,EACH,9,5.749,51.74,1,2,Posted
6223,12/21/2023,Transfer,AC-R64,"AM GSG R-6, 1/4 LB.##25",BOX,48,21.353,1024.94,1,3,Posted
6223,12/21/2023,Transfer,AC-B3SL5,AM GSG Slices (L) 3 oz GBox,BAG,120,11.821,1418.49,1,3,Posted
6223,12/21/2023,Transfer,P-A8B-T,A-C GSG In Bag - Plastic Tray ( 8 oz),EACH,5000,0.048,240,1,3,Posted
6223,12/21/2023,Transfer,P-AG-ZB8,POP Am Gsg Zip-lock Bag 8 oz,EACH,5000,0.116,580,1,3,Posted
6223,12/21/2023,Transfer,P-AGB1,Am Gsg Root Bag - 1 lb,EACH,5000,0.166,830,1,3,Posted
6223,12/21/2023,Transfer,P-AG-ZB4,POP Am Gsg Zip-lock Bag 4 oz,EACH,5000,0.076,380,1,3,Posted
6223,12/21/2023,Transfer,P-A4B-T,A-C GSG In Bag - Plastic Tray (4oz),EACH,5000,0.043,215,1,3,Posted
6223,12/21/2023,Transfer,P-OA50,Silica Gel Desiccant 3g,EACH,2500,0.052,130,1,3,Posted
6224,12/27/2023,Transfer,J-31070,On Kee Sup Abalone w/Asst.Mushroom 780g,CASE,300,119.538,35861.4,3,1,Posted
6224,12/27/2023,Transfer,F-87102,Zess Cracker - Peanut Butter 6x612g,CASE,120,18.378,2205.36,3,1,Posted
6224,12/27/2023,Transfer,F-87103,Zess Cracker - Cheese 6x612g,CASE,120,18.378,2205.36,3,1,Posted
6224,12/27/2023,Transfer,F-87104,Zess Cream Cracker - Original 6x700g,CASE,200,18.054,3610.8,3,1,Posted
6224,12/27/2023,Transfer,D-03058,POP HT Sleeping 1.8gx18,CASE,125,29.088,3636,3,1,Posted
6224,12/27/2023,Transfer,K-80027,POP K. GSG Tea 2gx10x10 R/G,CASE,48,131.34,6304.32,3,1,Posted
6224,12/27/2023,Transfer,D-02004N,Il Ju Young Ji Tea 3g X 30 (12bx),CASE,96,28.536,2739.45,3,1,Posted
6224,12/27/2023,Transfer,D-02003N,Il Ju Tu Chung Tea 3g X 30 (12bx),CASE,30,28.536,856.08,3,1,Posted
6224,12/27/2023,Transfer,F-12122,Ferrero Rocher 12 Pcs,CASE,96,41.616,3995.14,3,1,Posted
6224,12/27/2023,Transfer,F-12402,Ferrero Rocher 24 Pcs Diamond,CASE,180,47.328,8519.04,3,1,Posted
6225,12/28/2023,Transfer,F-04131,POP Ginger Chews Plus+ Lemon 3 oz,CASE,150,16.848,2527.2,2,1,Posted
6225,12/28/2023,Transfer,T-32300,Tiger Balm Patch - Large,CASE,70,97.776,6844.32,2,1,Posted
6226,12/13/2023,Transfer,A-61260N,AM GSG RT Tea 60 Bags (15/cs),BOX,51,9.998,509.9,3,1,Posted
6230,12/21/2023,Transfer,F-04002,POP Ginger Chews Lemon 1 lb Bulk,CASE,280,24.66,6904.8,1,3,Posted
6230,12/21/2023,Transfer,T-32206,Tiger Balm Patch Warm (MM),CASE,320,71.424,22855.68,1,3,Posted
6230,12/21/2023,Transfer,A-61012,Wild AM GSG Instant Tea 3gx10x8,CASE,90,143.947,12955.2,1,3,Posted
6230,12/21/2023,Transfer,C-70050,Red Ginseng R/Jelly 10x10cc,CASE,28,113.58,3180.24,1,3,Posted
6230,12/21/2023,Transfer,C-70123,Red Panax GSG Extm 30x10cc,CASE,90,95.496,8594.64,1,3,Posted
6230,12/21/2023,Transfer,C-70430,Ultra Gingko Plus 30x10cc,CASE,45,88.728,3992.76,1,3,Posted
6230,12/21/2023,Transfer,C-70530,Ultra Joint Health Extract 30x10,CASE,45,115.824,5212.08,1,3,Posted
6230,12/21/2023,Transfer,D-04043,POP In Ginger H Cytl w/Lemon 18gx30,CASE,100,71.97,7197,1,3,Posted
6232,01/08/2024,Transfer,F-50140,Gavottes Crepes 1250g #011120,CASE,200,84.503,16900.64,2,3,Posted
6232,01/08/2024,Transfer,F-04130,POP Ginger Chews Plus+ Original 3 oz,CASE,400,15.876,6350.4,2,3,Posted
6232,01/08/2024,Transfer,F-04131,POP Ginger Chews Plus+ Lemon 3 oz,CASE,100,16.848,1684.8,2,3,Posted
6232,01/08/2024,Transfer,S-06031,Bee&Flower Rose Soaps 2.65 oz /Reg,CASE,128,45.175,5782.4,2,3,Posted
6232,01/08/2024,Transfer,S-06011,Bee&Flower Sandalwood Soap 2.65 oz /Reg,CASE,192,45.891,8811.07,2,3,Posted
6232,01/08/2024,Transfer,F-04007,POP Ginger Chews Blood Orange 1 lb Bulk,CASE,140,26.076,3650.64,2,3,Posted
6232,01/08/2024,Transfer,C-70052,Red Ginseng R/Jelly 30x10cc,CASE,105,127.992,13439.16,2,3,Posted
6234,01/08/2024,Transfer,T-47010,Kwan Loong Oil 2 fl oz,CASE,40,173.808,6952.32,3,1,Posted
6234,01/08/2024,Transfer,J-63004,Mazola Corn Oil 40 oz,CASE,108,45,4860,3,1,Posted
6234,01/08/2024,Transfer,J-63014,Mazola Vegetable Oil 40 oz,CASE,108,45,4860,3,1,Posted
6234,01/08/2024,Transfer,J-63024,Mazola Canola Oil 40 oz,CASE,108,45,4860,3,1,Posted
6234,01/08/2024,Transfer,T-10030N,"Tiger Balm 4g White, Reg/St (30/24/cs)NEW",CASE,2,411.12,822.24,3,1,Posted
6234,01/08/2024,Transfer,F-10912,Loacker GP DH+CAP+COC 100gx54ct Shipper,CASE,20,115.246,2304.92,3,1,Posted
6234,01/08/2024,Transfer,F-10913,Loacker GP Nos+WCO+Ora 100gx54ct Shipper,CASE,20,115.246,2304.92,3,1,Posted
6234,01/08/2024,Transfer,F-10914,Loacker Wafer 125g FLR (4-Flv/64ct),CASE,50,103.475,5173.75,3,1,Posted
6234,01/08/2024,Transfer,F-10926,Loacker Tortina 21gx6x72 Shipper(3-Flv),CASE,50,215.94,10797,3,1,Posted
6234,01/08/2024,Transfer,F-10927,Loacker Tortina (3-Flv) 21gx72 Shipper,CASE,50,215.94,10797,3,1,Posted
6234,01/08/2024,Transfer,F-41127,McVities M Choc Digestive 300g,CASE,65,34.17,2221.05,3,1,Posted
6234,01/08/2024,Transfer,F-41128,McVities D Choc Digestive 300g,CASE,85,27.42,2330.7,3,1,Posted
6234,01/08/2024,Transfer,D-04032,POP In Ginger H Cytl w/Turmeric 10ct(6x6),CASE,36,29.916,1076.97,3,1,Posted
6235,01/11/2024,Transfer,T-32300,Tiger Balm Patch - Large,CASE,180,97.776,17599.68,2,1,Posted
6235,01/11/2024,Transfer,C-70052,Red Ginseng R/Jelly 30x10cc,CASE,70,127.992,8959.44,2,1,Posted
6235,01/11/2024,Transfer,F-50139,Gavottes Crepes 500g,CASE,100,73.356,7335.6,2,1,Posted
6235,01/11/2024,Transfer,F-50139,Gavottes Crepes 500g,CASE,50,73.356,3667.8,2,1,Posted
6235,01/11/2024,Transfer,F-50139,Gavottes Crepes 500g,CASE,50,73.356,3667.8,2,1,Posted
6235,01/11/2024,Transfer,F-11076A,POP Honey Loquat Candy 76g,CASE,40,109.296,4371.84,2,1,Posted
6235,01/11/2024,Transfer,J-72801,Sunny Fruit Organic Dried Figs 8.8oz##25,CASE,50,39.186,1959.3,2,1,Posted
6235,01/11/2024,Transfer,J-72802,Sunny Fruit Organic Dried Apricots 8.8oz##25,CASE,50,39.186,1959.3,2,1,Posted
6235,01/11/2024,Transfer,J-72803,Sunny Fruit Organic Pitted Dates 8.8oz##25,CASE,50,39.186,1959.3,2,1,Posted
6235,01/11/2024,Transfer,J-72805,Sunny Fruit Organic Mulberries 5.3 oz,CASE,35,39.186,1371.51,2,1,Posted
6235,01/11/2024,Transfer,J-72806,Sunny Fruit Organic Dried Plums 5.3 oz,CASE,25,39.186,979.65,2,1,Posted
6240,01/02/2024,Transfer,A-61012,Wild AM GSG Instant Tea 3gx10x8,CASE,90,146.748,13207.32,1,3,Posted
6240,01/02/2024,Transfer,F-11178A,POP Honey Loquat Candy 178g,CASE,84,72.768,6112.51,1,3,Posted
6240,01/02/2024,Transfer,D-04043,POP In Ginger H Cytl w/Lemon 18gx30,CASE,150,71.97,10795.5,1,3,Posted
6240,01/02/2024,Transfer,C-70530,Ultra Joint Health Extract 30x10,CASE,45,116.784,5255.28,1,3,Posted
6240,01/02/2024,Transfer,D-04033,POP In Ginger H Cytl w/Turmeric 18gx25,CASE,75,52.23,3917.25,1,3,Posted
6240,01/02/2024,Transfer,F-04112,POP Ginger Chews Lemon 4 oz (12ct/cs),CASE,1200,6.48,7776,1,3,Posted
6240,01/02/2024,Transfer,D-19206,POP OG Black Tea 1.8gx100 (6ct/cs),CASE,136,11.874,1614.86,1,3,Posted
6241,01/09/2024,Transfer,A-6123B,AM GSG RT/Chry T/b 1.8g  - Bulk,EACH,70000,0.092,6414.11,1,3,Posted
6241,01/09/2024,Transfer,P-AGC30B,AM GSG Chry Tea 30 bag - Box,EACH,1200,0.22,264,1,3,Posted
6241,01/09/2024,Transfer,P-AGC-GTN,AG Flower Tea - Gold Tray (NEW)(AGC/G/J/R),EACH,1800,0.2,360,1,3,Posted
6241,01/09/2024,Transfer,A-6128B,AM GSG RT/Honey T/b 8.5g - Bulk,EACH,36000,0.096,3456,1,3,Posted
6241,01/09/2024,Transfer,P-AGH-18GT,Am Gsg Honey RT 18 B- Gold Tray,EACH,1500,0.147,221.02,1,3,Posted
6241,01/09/2024,Transfer,P-ART-20BN,RT 20 Bags - Box (NEW),EACH,9600,0.187,1795.2,1,3,Posted
6241,01/09/2024,Transfer,P-ART-20GT,RT 20 Bags - Gold Tray,EACH,12000,0.182,2184,1,3,Posted
6241,01/09/2024,Transfer,P-ART-40B,RT 40 Bags - Sleeve (A-61243),EACH,900,0.148,133.2,1,3,Posted
6243,01/03/2024,Transfer,A-61012,Wild AM GSG Instant Tea 3gx10x8,CASE,120,147.108,17652.96,1,2,Posted
6243,01/03/2024,Transfer,K-88051,K. Red GSG Capsules 518mgx50,CASE,500,68.664,34332,1,2,Posted
6243,01/03/2024,Transfer,A-61243,AM GSG RT Tea 40 Bags,CASE,96,156.105,14986.08,1,2,Posted
6243,01/03/2024,Transfer,F-11077,POP Honey Loquat Candy 76g (18/8),CASE,15,108.144,1622.16,1,2,Posted
6248,01/08/2024,Transfer,F-04112,POP Ginger Chews Lemon 4 oz (12ct/cs),CASE,720,6.48,4665.6,1,3,Posted
6248,01/08/2024,Transfer,D-04036,POP In Ginger H Cytl w/Plum 18gx10,CASE,48,37.404,1795.39,1,3,Posted
6248,01/08/2024,Transfer,D-04033,POP In Ginger H Cytl w/Turmeric 18gx25,CASE,125,51.96,6495,1,3,Posted
6248,01/08/2024,Transfer,D-04043,POP In Ginger H Cytl w/Lemon 18gx30,CASE,125,71.97,8996.25,1,3,Posted
6248,01/08/2024,Transfer,D-04010,POP In Ginger Honey Cytl 18gx10####FY24,CASE,96,35.244,3383.42,1,3,Posted
6248,01/08/2024,Transfer,D-03055N,POP HT Detox 1.8gx18 (NEW),CASE,132,20.4,2692.8,1,3,Posted
6251,01/11/2024,Transfer,AC23RR,AM GSG Roots In Bulk - R Ross,LB,164,0.754,123.66,1,3,Posted
6251,01/11/2024,Transfer,AC23RR,AM GSG Roots In Bulk - R Ross,LB,3482.3,21.254,74012.8,1,3,Posted
6251,01/11/2024,Transfer,AC23RR,AM GSG Roots In Bulk - R Ross,LB,6914,21.254,146950.16,1,3,Posted
6253,01/26/2024,Transfer,C-70310,Ginkgo & Red GSG Ext 10x10cc##24,CASE,7,101.1,707.7,3,2,Posted
6253,01/26/2024,Transfer,F-50136G,Gavottes Crepes 500g (Gold),CASE,170,72.792,12374.64,3,2,Posted
6253,01/26/2024,Transfer,F-50136N,Gavottes Crepes New 500g (Red),CASE,150,72.792,10918.8,3,2,Posted
6253,01/26/2024,Transfer,J-75001,MyKuali White Curry Noodle,CASE,144,22.896,3297.02,3,2,Posted
6253,01/26/2024,Transfer,J-75002,MyKuali Spicy Prawn Noodle,CASE,144,22.704,3269.38,3,2,Posted
6253,01/26/2024,Transfer,J-75003,MyKuali Tom Yum Goong Noodle,CASE,72,22.512,1620.86,3,2,Posted
6253,01/26/2024,Transfer,D-03062,POP HT PMS 1.8gx18,CASE,125,23.592,2949,3,2,Posted
6254,01/11/2024,Transfer,J-72801,Sunny Fruit Organic Dried Figs 8.8oz##25,CASE,50,39.186,1959.3,2,3,Posted
6254,01/11/2024,Transfer,J-72802,Sunny Fruit Organic Dried Apricots 8.8oz##25,CASE,50,39.186,1959.3,2,3,Posted
6254,01/11/2024,Transfer,J-72803,Sunny Fruit Organic Pitted Dates 8.8oz##25,CASE,50,39.186,1959.3,2,3,Posted
6254,01/11/2024,Transfer,J-72805,Sunny Fruit Organic Mulberries 5.3 oz,CASE,35,39.186,1371.51,2,3,Posted
6254,01/11/2024,Transfer,J-72806,Sunny Fruit Organic Dried Plums 5.3 oz,CASE,25,39.186,979.65,2,3,Posted
6254,01/11/2024,Transfer,F-04211,POP Ginger Chews Original 2 oz,CASE,140,20.448,2862.72,2,3,Posted
6254,01/11/2024,Transfer,F-04212,POP Ginger Chews Lemon 2 oz,CASE,140,20.592,2882.88,2,3,Posted
6254,01/11/2024,Transfer,F-04006,POP Ginger Chews Lychee 1 lb Bulk,CASE,140,25.476,3566.64,2,3,Posted
6254,01/11/2024,Transfer,F-04005,POP Ginger Chews Mango 1 lb Bulk,CASE,140,25.476,3566.64,2,3,Posted
6254,01/11/2024,Transfer,F-50139,Gavottes Crepes 500g,CASE,231,75.408,17419.25,2,3,Posted
6254,01/11/2024,Transfer,F-50139,Gavottes Crepes 500g,CASE,150,73.356,11003.42,2,3,Posted
6254,01/11/2024,Transfer,F-50139,Gavottes Crepes 500g,CASE,50,73.356,3667.8,2,3,Posted
6258,01/11/2024,Transfer,D-04010,POP In Ginger Honey Cytl 18gx10####FY24,CASE,192,35.244,6766.85,1,2,Posted
6258,01/11/2024,Transfer,F-50136G,Gavottes Crepes 500g (Gold),CASE,300,74.92,22475.94,1,2,Posted
6258,01/11/2024,Transfer,F-50136G,Gavottes Crepes 500g (Gold),CASE,60,74.064,4443.84,1,2,Posted
6258,01/11/2024,Transfer,F-50136N,Gavottes Crepes New 500g (Red),CASE,244,74.922,18280.97,1,2,Posted
6258,01/11/2024,Transfer,F-50136N,Gavottes Crepes New 500g (Red),CASE,144,74.922,10788.77,1,2,Posted
6258,01/11/2024,Transfer,F-50136N,Gavottes Crepes New 500g (Red),CASE,32,74.064,2370.05,1,2,Posted
6258,01/11/2024,Transfer,D-04161,POP Ginger H Cytl Original Shipper 30ct,CASE,1,62.9,62.9,1,2,Posted
6258,01/11/2024,Transfer,F-04114,POP Ginger Chews Mango 4 oz (12ct/cs),CASE,720,6.432,4631.04,1,2,Posted
6258,01/11/2024,Transfer,J-31034,On Kee NY(BFC) Gift Set (NEW),CASE,105,112.272,11788.56,1,2,Posted
6258,01/11/2024,Transfer,J-31035,On Kee Fortune Tray(FatTiuCoongx4),CASE,90,167.264,15053.76,1,2,Posted
6259,01/22/2024,Transfer,C-70214,Beijing R/J W/B Pollen 30x10cc,CASE,15,97.8,1467,2,1,Posted
6259,01/22/2024,Transfer,F-04070,POP Ginger Chews Original 8 oz,CASE,1536,8.736,13418.5,2,1,Posted
6259,01/22/2024,Transfer,F-04071,POP Ginger Chews Lemon 8 oz,CASE,1408,8.984,12649.47,2,1,Posted
6259,01/22/2024,Transfer,J-56009,Sunity KonjacJelly 2cupsx530BSugar Peanut/Sesame,CASE,144,29.34,4224.96,2,1,Posted
6259,01/22/2024,Transfer,J-56010,Sunity KonjacJelly 2cupsx530BSugar Osmanthus,CASE,144,29.34,4224.96,2,1,Posted
6261,01/10/2024,Transfer,J-31035,On Kee Fortune Tray(FatTiuCoongx4),CASE,210,163.512,34337.52,3,1,Posted
6262,01/11/2024,Transfer,A-61012,Wild AM GSG Instant Tea 3gx10x8,CASE,90,146.748,13207.32,1,3,Posted
6262,01/11/2024,Transfer,D-04010,POP In Ginger Honey Cytl 18gx10####FY24,CASE,96,35.244,3383.43,1,3,Posted
6262,01/11/2024,Transfer,C-70123,Red Panax GSG Extm 30x10cc,CASE,90,95.496,8594.64,1,3,Posted
6262,01/11/2024,Transfer,D-03073,POP Detox Tea 1.8gx18(4x3),CASE,30,22.476,674.28,1,3,Posted
6264,01/11/2024,Transfer,AC-B3SL5,AM GSG Slices (L) 3 oz GBox,BAG,120,11.82,1418.4,1,3,Posted
6264,01/11/2024,Transfer,P-A8B-T,A-C GSG In Bag - Plastic Tray ( 8 oz),EACH,3600,0.048,172.8,1,3,Posted
6264,01/11/2024,Transfer,P-AG-ZB8,POP Am Gsg Zip-lock Bag 8 oz,EACH,3400,0.116,394.4,1,3,Posted
6264,01/11/2024,Transfer,P-AGB1,Am Gsg Root Bag - 1 lb,EACH,1100,0.166,182.6,1,3,Posted
6264,01/11/2024,Transfer,P-AG-ZB4,POP Am Gsg Zip-lock Bag 4 oz,EACH,5400,0.076,410.4,1,3,Posted
6264,01/11/2024,Transfer,P-A4B-T,A-C GSG In Bag - Plastic Tray (4oz),EACH,5600,0.043,240.8,1,3,Posted
6264,01/11/2024,Transfer,P-OA50,Silica Gel Desiccant 3g,EACH,10000,0.052,520,1,3,Posted
6266,01/18/2024,Transfer,A-61012,Wild AM GSG Instant Tea 3gx10x8,CASE,120,147.108,17652.96,1,2,Posted
6266,01/18/2024,Transfer,A-61260N,AM GSG RT Tea 60 Bags (15/cs),CASE,120,149.715,17965.8,1,2,Posted
6266,01/18/2024,Transfer,J-56203,Sunity HJDrink5pchx253gLitchi&Honey,CASE,160,15.243,2438.88,1,2,Posted
6266,01/18/2024,Transfer,J-56204,Sunity HJDrink5pchx253gOsmts&Honey,CASE,160,15.243,2438.88,1,2,Posted
6266,01/18/2024,Transfer,D-60013,POP Jasmine Green Tea 180g,CASE,42,154.644,6495.05,1,2,Posted
6267,01/22/2024,Transfer,D-04040,POP In Ginger H Cytl Assorted 18gx30,CASE,180,62.31,11215.8,3,1,Posted
6267,01/22/2024,Transfer,J-75001,MyKuali White Curry Noodle,CASE,144,22.896,3297.03,3,1,Posted
6267,01/22/2024,Transfer,J-75002,MyKuali Spicy Prawn Noodle,CASE,72,22.704,1634.69,3,1,Posted
6267,01/22/2024,Transfer,J-75003,MyKuali Tom Yum Goong Noodle,CASE,72,22.512,1620.87,3,1,Posted
6267,01/22/2024,Transfer,D-17106,POP Pu-Erh Tea 1.8gx100 (6ct/cs),CASE,30,9.42,282.6,3,1,Posted
6267,01/22/2024,Transfer,D-03062,POP HT PMS 1.8gx18,CASE,125,23.592,2949,3,1,Posted
6270,01/29/2024,Transfer,F-04070,POP Ginger Chews Original 8 oz,CASE,384,8.8,3379.33,2,1,Posted
6270,01/29/2024,Transfer,F-04070,POP Ginger Chews Original 8 oz,CASE,1536,8.976,13787.13,2,1,Posted
6270,01/29/2024,Transfer,F-04071,POP Ginger Chews Lemon 8 oz,CASE,512,8.984,4599.81,2,1,Posted
